Grid_Dimension,Number_of_Steps,Number_of_Cores,Poisson,BC,Total_Computation_Time(ms)
100x100,100,2,3,0,1223
100x100,100,2,3,0,1342
100x100,100,2,3,0,1351
100x100,100,2,3,0,1227
100x100,100,2,3,0,1212
100x100,100,3,3,0,1633
100x100,100,3,3,0,1119
100x100,100,3,3,0,1550
100x100,100,3,3,0,1558
100x100,100,3,3,0,1197
100x100,100,4,3,0,1512
100x100,100,4,3,0,1087
100x100,100,4,3,0,1454
100x100,100,4,3,0,1096
100x100,100,4,3,0,1569
100x100,100,5,3,0,1127
100x100,100,5,3,0,1472
100x100,100,5,3,0,1439
100x100,100,5,3,0,1092
100x100,100,5,3,0,4077
100x100,100,6,3,0,1388
100x100,100,6,3,0,1435
100x100,100,6,3,0,1258
100x100,100,6,3,0,1167
100x100,100,6,3,0,1390
100x100,100,7,3,0,989
100x100,100,7,3,0,1369
100x100,100,7,3,0,1170
100x100,100,7,3,0,1233
100x100,100,7,3,0,1192
100x100,100,8,3,0,1331
100x100,100,8,3,0,1387
100x100,100,8,3,0,1342
100x100,100,8,3,0,1391
100x100,100,8,3,0,1306
100x100,100,9,3,0,960
100x100,100,9,3,0,1183
100x100,100,9,3,0,1321
100x100,100,9,3,0,1318
100x100,100,9,3,0,1290
100x100,100,10,3,0,1352
100x100,100,10,3,0,1336
100x100,100,10,3,0,1444
100x100,100,10,3,0,4214
100x100,100,10,3,0,1179
100x100,100,11,3,0,1594
100x100,100,11,3,0,1695
100x100,100,11,3,0,1487
100x100,100,11,3,0,1537
100x100,100,11,3,0,1648
100x100,100,12,3,0,2532
100x100,100,12,3,0,2879
100x100,100,12,3,0,3637
100x100,100,12,3,0,2514
100x100,100,12,3,0,2980
100x100,100,13,3,0,1307
100x100,100,13,3,0,1378
100x100,100,13,3,0,1333
100x100,100,13,3,0,1275
100x100,100,13,3,0,4326
100x100,100,14,3,0,1384
100x100,100,14,3,0,1371
100x100,100,14,3,0,1392
100x100,100,14,3,0,1405
100x100,100,14,3,0,1253
100x100,100,1,0,1,1598
100x100,100,1,0,1,1568
100x100,100,1,0,1,1803
100x100,100,1,0,1,1973
100x100,100,1,0,1,1575
100x100,100,2,0,1,1166
100x100,100,2,0,1,1301
100x100,100,2,0,1,4385
100x100,100,2,0,1,1323
100x100,100,2,0,1,1089
100x100,100,3,0,1,1698
100x100,100,3,0,1,1141
100x100,100,3,0,1,1529
100x100,100,3,0,1,1111
100x100,100,3,0,1,1215
100x100,100,4,0,1,1130
100x100,100,4,0,1,1547
100x100,100,4,0,1,1440
100x100,100,4,0,1,1482
100x100,100,4,0,1,1023
100x100,100,5,0,1,1331
100x100,100,5,0,1,1442
100x100,100,5,0,1,1429
100x100,100,5,0,1,1198
100x100,100,5,0,1,1071
100x100,100,6,0,1,1146
100x100,100,6,0,1,1076
100x100,100,6,0,1,1243
100x100,100,6,0,1,1532
100x100,100,6,0,1,1193
100x100,100,7,0,1,1151
100x100,100,7,0,1,4244
100x100,100,7,0,1,1355
100x100,100,7,0,1,1348
100x100,100,7,0,1,1388
100x100,100,8,0,1,1061
100x100,100,8,0,1,1283
100x100,100,8,0,1,1347
100x100,100,8,0,1,1309
100x100,100,8,0,1,1345
100x100,100,9,0,1,1158
100x100,100,9,0,1,1117
100x100,100,9,0,1,1280
100x100,100,9,0,1,1252
100x100,100,9,0,1,1389
100x100,100,10,0,1,1400
100x100,100,10,0,1,1351
100x100,100,10,0,1,1327
100x100,100,10,0,1,1466
100x100,100,10,0,1,1321
100x100,100,11,0,1,1342
100x100,100,11,0,1,1651
100x100,100,11,0,1,1731
100x100,100,11,0,1,1474
100x100,100,11,0,1,4860
100x100,100,12,0,1,2278
100x100,100,12,0,1,2708
100x100,100,12,0,1,2685
100x100,100,12,0,1,3029
100x100,100,12,0,1,2897
100x100,100,13,0,1,1284
100x100,100,13,0,1,1218
100x100,100,13,0,1,1219
100x100,100,13,0,1,1131
100x100,100,13,0,1,1188
100x100,100,14,0,1,1241
100x100,100,14,0,1,1213
100x100,100,14,0,1,1180
100x100,100,14,0,1,1197
100x100,100,14,0,1,1150
100x100,100,1,2,1,4655
100x100,100,1,2,1,4292
100x100,100,1,2,1,4197
100x100,100,1,2,1,4694
100x100,100,1,2,1,7366
100x100,100,2,2,1,2603
100x100,100,2,2,1,2857
100x100,100,2,2,1,3190
100x100,100,2,2,1,2735
100x100,100,2,2,1,3236
100x100,100,3,2,1,3131
100x100,100,3,2,1,3471
100x100,100,3,2,1,3354
100x100,100,3,2,1,3379
100x100,100,3,2,1,6245
100x100,100,4,2,1,2669
100x100,100,4,2,1,2880
100x100,100,4,2,1,3376
100x100,100,4,2,1,2796
100x100,100,4,2,1,3226
100x100,100,5,2,1,2521
100x100,100,5,2,1,2816
100x100,100,5,2,1,2599
100x100,100,5,2,1,2343
100x100,100,5,2,1,2887
100x100,100,6,2,1,2336
100x100,100,6,2,1,5660
100x100,100,6,2,1,2581
100x100,100,6,2,1,2478
100x100,100,6,2,1,2531
100x100,100,7,2,1,2588
100x100,100,7,2,1,2576
100x100,100,7,2,1,2354
100x100,100,7,2,1,2622
100x100,100,7,2,1,2590
100x100,100,8,2,1,2410
100x100,100,8,2,1,2458
100x100,100,8,2,1,2222
100x100,100,8,2,1,5424
100x100,100,8,2,1,2425
100x100,100,9,2,1,2395
100x100,100,9,2,1,2419
100x100,100,9,2,1,2330
100x100,100,9,2,1,2233
100x100,100,9,2,1,2217
100x100,100,10,2,1,2682
100x100,100,10,2,1,2300
100x100,100,10,2,1,2300
100x100,100,10,2,1,2306
100x100,100,10,2,1,2345
100x100,100,11,2,1,2672
100x100,100,11,2,1,5520
100x100,100,11,2,1,2681
100x100,100,11,2,1,3041
100x100,100,11,2,1,2783
100x100,100,12,2,1,5883
100x100,100,12,2,1,5434
100x100,100,12,2,1,4919
100x100,100,12,2,1,5010
100x100,100,12,2,1,7758
100x100,100,13,2,1,90829
100x100,100,13,2,1,93650
100x100,100,13,2,1,94276
100x100,100,13,2,1,91517
100x100,100,13,2,1,90228
100x100,100,14,2,1,95038
100x100,100,14,2,1,95006
100x100,100,14,2,1,91710
100x100,100,14,2,1,95064
100x100,100,14,2,1,94967
200x200,100,1,0,0,6419
200x200,100,1,0,0,10370
200x200,100,1,0,0,6385
200x200,100,1,0,0,7061
200x200,100,1,0,0,6418
200x200,100,2,0,0,4595
200x200,100,2,0,0,4572
200x200,100,2,0,0,8232
200x200,100,2,0,0,4816
200x200,100,2,0,0,5107
200x200,100,3,0,0,4633
200x200,100,3,0,0,5076
200x200,100,3,0,0,4830
200x200,100,3,0,0,7797
200x200,100,3,0,0,4940
200x200,100,4,0,0,3998
200x200,100,4,0,0,4249
200x200,100,4,0,0,4525
200x200,100,4,0,0,4586
200x200,100,4,0,0,4484
200x200,100,5,0,0,6873
200x200,100,5,0,0,4467
200x200,100,5,0,0,4283
200x200,100,5,0,0,3950
200x200,100,5,0,0,4506
200x200,100,6,0,0,3835
200x200,100,6,0,0,3993
200x200,100,6,0,0,4200
200x200,100,6,0,0,6719
200x200,100,6,0,0,4127
200x200,100,7,0,0,3647
200x200,100,7,0,0,4096
200x200,100,7,0,0,3891
200x200,100,7,0,0,3650
200x200,100,7,0,0,3738
200x200,100,8,0,0,3887
200x200,100,8,0,0,6962
200x200,100,8,0,0,3972
200x200,100,8,0,0,3863
200x200,100,8,0,0,3830
200x200,100,9,0,0,3507
200x200,100,9,0,0,3510
200x200,100,9,0,0,3746
200x200,100,9,0,0,3857
200x200,100,9,0,0,3514
200x200,100,10,0,0,6416
200x200,100,10,0,0,3558
200x200,100,10,0,0,3871
200x200,100,10,0,0,3759
200x200,100,10,0,0,3584
200x200,100,11,0,0,3669
200x200,100,11,0,0,3870
200x200,100,11,0,0,3844
200x200,100,11,0,0,6804
200x200,100,11,0,0,4457
200x200,100,12,0,0,5401
200x200,100,12,0,0,5302
200x200,100,12,0,0,5196
200x200,100,12,0,0,5663
200x200,100,12,0,0,8082
200x200,100,13,0,0,3141
200x200,100,13,0,0,3149
200x200,100,13,0,0,3035
200x200,100,13,0,0,2984
200x200,100,13,0,0,3000
200x200,100,14,0,0,3034
200x200,100,14,0,0,2871
200x200,100,14,0,0,3006
200x200,100,14,0,0,3058
200x200,100,14,0,0,3010
200x200,100,1,2,0,54039
200x200,100,1,2,0,51257
200x200,100,1,2,0,54967
200x200,100,1,2,0,51632
200x200,100,1,2,0,54585
200x200,100,2,2,0,35282
200x200,100,2,2,0,34524
200x200,100,2,2,0,35677
200x200,100,2,2,0,36556
200x200,100,2,2,0,33849
200x200,100,3,2,0,35232
200x200,100,3,2,0,35150
200x200,100,3,2,0,35196
200x200,100,3,2,0,35289
200x200,100,3,2,0,35178
200x200,100,4,2,0,28610
200x200,100,4,2,0,25429
200x200,100,4,2,0,28491
200x200,100,4,2,0,28250
200x200,100,4,2,0,28288
200x200,100,5,2,0,21601
200x200,100,5,2,0,24627
200x200,100,5,2,0,24730
200x200,100,5,2,0,21729
200x200,100,5,2,0,24742
200x200,100,6,2,0,22643
200x200,100,6,2,0,20415
200x200,100,6,2,0,21098
200x200,100,6,2,0,21188
200x200,100,6,2,0,20950
200x200,100,7,2,0,19571
200x200,100,7,2,0,19720
200x200,100,7,2,0,20039
200x200,100,7,2,0,19351
200x200,100,7,2,0,19814
200x200,100,8,2,0,18605
200x200,100,8,2,0,18810
200x200,100,8,2,0,19001
200x200,100,8,2,0,18617
200x200,100,8,2,0,18704
200x200,100,9,2,0,18133
200x200,100,9,2,0,18284
200x200,100,9,2,0,18170
200x200,100,9,2,0,18415
200x200,100,9,2,0,18101
200x200,100,10,2,0,18047
200x200,100,10,2,0,18207
200x200,100,10,2,0,18089
200x200,100,10,2,0,18259
200x200,100,10,2,0,17946
200x200,100,11,2,0,18424
200x200,100,11,2,0,18607
200x200,100,11,2,0,18336
200x200,100,11,2,0,18194
200x200,100,11,2,0,18422
200x200,100,12,2,0,22929
200x200,100,12,2,0,21469
200x200,100,12,2,0,22545
200x200,100,12,2,0,23114
200x200,100,12,2,0,23173
200x200,100,13,2,0,269811
200x200,100,13,2,0,268214
200x200,100,13,2,0,267916
200x200,100,13,2,0,267581
200x200,100,13,2,0,267960
200x200,100,14,2,0,330280
200x200,100,14,2,0,337897
200x200,100,14,2,0,331322
200x200,100,14,2,0,330269
200x200,100,14,2,0,332457
200x200,100,1,3,0,8890
200x200,100,1,3,0,9244
200x200,100,1,3,0,9374
200x200,100,1,3,0,8523
200x200,100,1,3,0,8815
200x200,100,2,3,0,6154
200x200,100,2,3,0,6262
200x200,100,2,3,0,5997
200x200,100,2,3,0,6038
200x200,100,2,3,0,5999
200x200,100,3,3,0,5852
200x200,100,3,3,0,5762
200x200,100,3,3,0,5808
200x200,100,3,3,0,5846
200x200,100,3,3,0,5818
200x200,100,4,3,0,5194
200x200,100,4,3,0,5067
200x200,100,4,3,0,5243
200x200,100,4,3,0,5147
200x200,100,4,3,0,5154
200x200,100,5,3,0,4838
200x200,100,5,3,0,4624
200x200,100,5,3,0,4769
200x200,100,5,3,0,4782
200x200,100,5,3,0,4860
200x200,100,6,3,0,4299
200x200,100,6,3,0,4531
200x200,100,6,3,0,4495
200x200,100,6,3,0,4367
200x200,100,6,3,0,4314
200x200,100,7,3,0,4288
200x200,100,7,3,0,4663
200x200,100,7,3,0,4300
200x200,100,7,3,0,4279
200x200,100,7,3,0,4309
200x200,100,8,3,0,4447
200x200,100,8,3,0,4381
200x200,100,8,3,0,4483
200x200,100,8,3,0,4302
200x200,100,8,3,0,4573
200x200,100,9,3,0,4701
200x200,100,9,3,0,5005
200x200,100,9,3,0,4611
200x200,100,9,3,0,4944
200x200,100,9,3,0,4501
200x200,100,10,3,0,4291
200x200,100,10,3,0,4503
200x200,100,10,3,0,4264
200x200,100,10,3,0,4550
200x200,100,10,3,0,4707
200x200,100,11,3,0,5099
200x200,100,11,3,0,4917
200x200,100,11,3,0,5281
200x200,100,11,3,0,5129
200x200,100,11,3,0,4342
200x200,100,12,3,0,6555
200x200,100,12,3,0,6195
200x200,100,12,3,0,6545
200x200,100,12,3,0,6754
200x200,100,12,3,0,6819
200x200,100,13,3,0,3600
200x200,100,13,3,0,4394
200x200,100,13,3,0,3963
200x200,100,13,3,0,3906
200x200,100,13,3,0,4265
200x200,100,14,3,0,3809
200x200,100,14,3,0,4472
200x200,100,14,3,0,3926
200x200,100,14,3,0,4091
200x200,100,14,3,0,4057
200x200,100,1,0,1,8700
200x200,100,1,0,1,8814
200x200,100,1,0,1,9216
200x200,100,1,0,1,8876
200x200,100,1,0,1,9452
200x200,100,2,0,1,6526
200x200,100,2,0,1,6468
200x200,100,2,0,1,6599
200x200,100,2,0,1,6599
200x200,100,2,0,1,6705
200x200,100,3,0,1,6135
200x200,100,3,0,1,6059
200x200,100,3,0,1,6015
200x200,100,3,0,1,6002
200x200,100,3,0,1,6035
200x200,100,4,0,1,5259
200x200,100,4,0,1,5269
200x200,100,4,0,1,5312
200x200,100,4,0,1,5183
200x200,100,4,0,1,5175
200x200,100,5,0,1,4823
200x200,100,5,0,1,4922
200x200,100,5,0,1,4770
200x200,100,5,0,1,4694
200x200,100,5,0,1,4761
200x200,100,6,0,1,4702
200x200,100,6,0,1,4456
200x200,100,6,0,1,4539
200x200,100,6,0,1,4525
200x200,100,6,0,1,4769
200x200,100,7,0,1,4739
200x200,100,7,0,1,4504
200x200,100,7,0,1,4613
200x200,100,7,0,1,4142
200x200,100,7,0,1,4772
200x200,100,8,0,1,4432
200x200,100,8,0,1,4262
200x200,100,8,0,1,4579
200x200,100,8,0,1,4556
200x200,100,8,0,1,4576
200x200,100,9,0,1,4900
200x200,100,9,0,1,4667
200x200,100,9,0,1,4012
200x200,100,9,0,1,4352
200x200,100,9,0,1,4154
200x200,100,10,0,1,4517
200x200,100,10,0,1,4520
200x200,100,10,0,1,4616
200x200,100,10,0,1,4295
200x200,100,10,0,1,4621
200x200,100,11,0,1,4611
200x200,100,11,0,1,4302
200x200,100,11,0,1,4661
200x200,100,11,0,1,4721
200x200,100,11,0,1,5002
200x200,100,12,0,1,6554
200x200,100,12,0,1,6423
200x200,100,12,0,1,6445
200x200,100,12,0,1,6575
200x200,100,12,0,1,6108
200x200,100,13,0,1,3561
200x200,100,13,0,1,3723
200x200,100,13,0,1,3631
200x200,100,13,0,1,3977
200x200,100,13,0,1,3560
200x200,100,14,0,1,4249
200x200,100,14,0,1,3837
200x200,100,14,0,1,3805
200x200,100,14,0,1,4032
200x200,100,14,0,1,3667
200x200,100,1,2,1,52273
200x200,100,1,2,1,52572
200x200,100,1,2,1,52602
200x200,100,1,2,1,52186
200x200,100,1,2,1,52928
200x200,100,2,2,1,32711
200x200,100,2,2,1,34807
200x200,100,2,2,1,35370
200x200,100,2,2,1,32983
200x200,100,2,2,1,34000
200x200,100,3,2,1,34840
200x200,100,3,2,1,34688
200x200,100,3,2,1,34477
200x200,100,3,2,1,34410
200x200,100,3,2,1,34688
200x200,100,4,2,1,27796
200x200,100,4,2,1,27724
200x200,100,4,2,1,27638
200x200,100,4,2,1,27669
200x200,100,4,2,1,27804
200x200,100,5,2,1,24440
200x200,100,5,2,1,24396
200x200,100,5,2,1,24673
200x200,100,5,2,1,24410
200x200,100,5,2,1,24363
200x200,100,6,2,1,22669
200x200,100,6,2,1,22951
200x200,100,6,2,1,22523
200x200,100,6,2,1,22681
200x200,100,6,2,1,22752
200x200,100,7,2,1,21598
200x200,100,7,2,1,21665
200x200,100,7,2,1,21728
200x200,100,7,2,1,21541
200x200,100,7,2,1,21800
200x200,100,8,2,1,20675
200x200,100,8,2,1,20504
200x200,100,8,2,1,20840
200x200,100,8,2,1,20394
200x200,100,8,2,1,20602
200x200,100,9,2,1,19819
200x200,100,9,2,1,20284
200x200,100,9,2,1,19827
200x200,100,9,2,1,25669
200x200,100,9,2,1,23003
200x200,100,10,2,1,15225
200x200,100,10,2,1,15083
200x200,100,10,2,1,14885
200x200,100,10,2,1,15263
200x200,100,10,2,1,14855
200x200,100,11,2,1,14709
200x200,100,11,2,1,14682
200x200,100,11,2,1,14889
200x200,100,11,2,1,14651
200x200,100,11,2,1,14803
200x200,100,12,2,1,18063
200x200,100,12,2,1,18454
200x200,100,12,2,1,19472
200x200,100,12,2,1,18287
200x200,100,12,2,1,17914
200x200,100,13,2,1,331323
200x200,100,13,2,1,331050
200x200,100,13,2,1,332480
200x200,100,13,2,1,330187
200x200,100,13,2,1,330693
200x200,100,14,2,1,344167
200x200,100,14,2,1,344202
200x200,100,14,2,1,344154
200x200,100,14,2,1,347137
200x200,100,14,2,1,345132
500x500,100,1,0,0,44152
500x500,100,1,0,0,44391
500x500,100,1,0,0,44829
500x500,100,1,0,0,45728
500x500,100,1,0,0,45264
500x500,100,2,0,0,30175
500x500,100,2,0,0,29845
500x500,100,2,0,0,29716
500x500,100,2,0,0,29533
500x500,100,2,0,0,30026
500x500,100,3,0,0,29449
500x500,100,3,0,0,29402
500x500,100,3,0,0,29256
500x500,100,3,0,0,30205
500x500,100,3,0,0,28966
500x500,100,4,0,0,26988
500x500,100,4,0,0,26641
500x500,100,4,0,0,26647
500x500,100,4,0,0,26859
500x500,100,4,0,0,26488
500x500,100,5,0,0,25144
500x500,100,5,0,0,25304
500x500,100,5,0,0,25449
500x500,100,5,0,0,25094
500x500,100,5,0,0,24946
500x500,100,6,0,0,23827
500x500,100,6,0,0,22872
500x500,100,6,0,0,20564
500x500,100,6,0,0,22931
500x500,100,6,0,0,22845
500x500,100,7,0,0,22726
500x500,100,7,0,0,22183
500x500,100,7,0,0,21946
500x500,100,7,0,0,21190
500x500,100,7,0,0,21596
500x500,100,8,0,0,20354
500x500,100,8,0,0,19875
500x500,100,8,0,0,19759
500x500,100,8,0,0,19870
500x500,100,8,0,0,19669
500x500,100,9,0,0,19091
500x500,100,9,0,0,19472
500x500,100,9,0,0,19626
500x500,100,9,0,0,19471
500x500,100,9,0,0,19505
500x500,100,10,0,0,19034
500x500,100,10,0,0,18974
500x500,100,10,0,0,19648
500x500,100,10,0,0,19281
500x500,100,10,0,0,19085
500x500,100,11,0,0,18933
500x500,100,11,0,0,19142
500x500,100,11,0,0,19185
500x500,100,11,0,0,19816
500x500,100,11,0,0,18990
500x500,100,12,0,0,19382
500x500,100,12,0,0,19571
500x500,100,12,0,0,20073
500x500,100,12,0,0,19892
500x500,100,12,0,0,19502
500x500,100,13,0,0,18673
500x500,100,13,0,0,18446
32x32,100,1,3,0,1224
32x32,100,1,3,0,1066
32x32,100,1,3,0,1068
32x32,100,1,3,0,983
32x32,100,1,3,0,1019
32x32,100,1,3,0,1028
32x32,100,1,3,0,1098
32x32,100,1,3,0,1033
32x32,100,1,3,0,1156
45x45,100,2,3,0,1040
45x45,100,2,3,0,815
45x45,100,2,3,0,767
45x45,100,2,3,0,742
45x45,100,2,3,0,705
45x45,100,2,3,0,790
45x45,100,2,3,0,799
64x64,100,4,3,0,926
64x64,100,4,3,0,872
64x64,100,4,3,0,871
64x64,100,4,3,0,903
64x64,100,4,3,0,883
90x90,100,8,3,0,1647
90x90,100,8,3,0,1246
90x90,100,8,3,0,1352
90x90,100,8,3,0,1367
90x90,100,8,3,0,1290
50x50,100,1,3,0,1500
50x50,100,1,3,0,1412
50x50,100,1,3,0,1370
50x50,100,1,3,0,1377
50x50,100,1,3,0,1613
50x50,100,1,3,0,1518
50x50,100,1,3,0,1406
50x50,100,1,3,0,1398
50x50,100,1,3,0,1451
70x70,100,2,3,0,1359
70x70,100,2,3,0,1206
70x70,100,2,3,0,1104
70x70,100,2,3,0,1148
70x70,100,2,3,0,1110
70x70,100,2,3,0,1124
70x70,100,2,3,0,1202
100x100,100,4,3,0,1438
100x100,100,4,3,0,1495
100x100,100,4,3,0,1579
100x100,100,4,3,0,1438
100x100,100,4,3,0,1500
141x141,100,8,3,0,2391
141x141,100,8,3,0,2344
141x141,100,8,3,0,2256
141x141,100,8,3,0,2406
141x141,100,8,3,0,2408
71x71,100,1,3,0,1917
71x71,100,1,3,0,1721
71x71,100,1,3,0,1990
71x71,100,1,3,0,1936
71x71,100,1,3,0,1788
71x71,100,1,3,0,1794
71x71,100,1,3,0,1845
71x71,100,1,3,0,1872
71x71,100,1,3,0,1974
100x100,100,2,3,0,1868
100x100,100,2,3,0,1762
100x100,100,2,3,0,1699
100x100,100,2,3,0,1600
100x100,100,2,3,0,1584
100x100,100,2,3,0,1715
100x100,100,2,3,0,1637
141x141,100,4,3,0,2540
141x141,100,4,3,0,2591
141x141,100,4,3,0,2540
141x141,100,4,3,0,2587
141x141,100,4,3,0,2629
200x200,100,8,3,0,4407
200x200,100,8,3,0,4350
200x200,100,8,3,0,4423
200x200,100,8,3,0,4547
200x200,100,8,3,0,4531
100x100,100,10,3,0,1500
100x100,100,10,3,0,1493
100x100,100,10,3,0,1684
100x100,100,10,3,0,1455
100x100,100,10,3,0,1452
158x158,100,10,3,0,2953
158x158,100,10,3,0,2808
158x158,100,10,3,0,2863
158x158,100,10,3,0,2927
158x158,100,10,3,0,2609
224x224,100,10,3,0,4323
224x224,100,10,3,0,4219
224x224,100,10,3,0,4314
224x224,100,10,3,0,4290
224x224,100,10,3,0,4879

200x200,200,8,3,0,23481
200x200,200,8,2,0,87856
200x200,200,8,2,0,91669
200x200,200,8,2,0,388759
500x500,400,8,2,0,1391566
500x500,400,8,2,0,340957
200x200,200,8,2,0,172957
200x200,200,8,2,0,162702
200x200,200,8,2,0,167796
200x200,200,8,3,0,17120
200x200,200,8,3,0,10407
200x200,200,8,3,0,15290
200x200,200,8,3,0,18213
